video_id,exercise_label,label_index,split,num_windows,cache_path
85,jumping_jack,0,train,7,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0085.npz
86,jumping_jack,0,train,9,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0086.npz
87,jumping_jack,0,train,4,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0087.npz
88,jumping_jack,0,train,16,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0088.npz
89,jumping_jack,0,train,9,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0089.npz
90,jumping_jack,0,train,28,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0090.npz
91,jumping_jack,0,train,7,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0091.npz
92,jumping_jack,0,train,18,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0092.npz
93,jumping_jack,0,train,28,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0093.npz
94,jumping_jack,0,test,24,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0094.npz
95,jumping_jack,0,train,24,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0095.npz
96,jumping_jack,0,train,16,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0096.npz
97,jumping_jack,0,train,4,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0097.npz
98,jumping_jack,0,train,23,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0098.npz
99,jumping_jack,0,test,8,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0099.npz
100,jumping_jack,0,train,18,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0100.npz
101,jumping_jack,0,train,6,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0101.npz
102,jumping_jack,0,train,5,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0102.npz
103,jumping_jack,0,train,29,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0103.npz
104,jumping_jack,0,train,15,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0104.npz
105,jumping_jack,0,validation,28,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0105.npz
106,jumping_jack,0,test,29,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0106.npz
107,pull_up,1,test,4,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0107.npz
108,pull_up,1,validation,29,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0108.npz
109,pull_up,1,train,11,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0109.npz
110,pull_up,1,train,24,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0110.npz
111,pull_up,1,train,29,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0111.npz
112,pull_up,1,train,23,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0112.npz
113,pull_up,1,train,17,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0113.npz
114,pull_up,1,train,28,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0114.npz
115,pull_up,1,train,28,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0115.npz
116,pull_up,1,validation,18,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0116.npz
117,pull_up,1,train,12,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0117.npz
118,pull_up,1,train,2,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0118.npz
119,pull_up,1,train,7,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0119.npz
120,pull_up,1,train,15,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0120.npz
121,pull_up,1,test,28,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0121.npz
122,pull_up,1,train,28,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0122.npz
123,pull_up,1,train,24,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0123.npz
124,pull_up,1,train,1,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0124.npz
125,pull_up,1,train,29,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0125.npz
126,pull_up,1,train,28,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0126.npz
127,pull_up,1,train,19,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0127.npz
128,pull_up,1,train,11,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0128.npz
129,pull_up,1,train,28,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0129.npz
130,pull_up,1,train,9,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0130.npz
131,pull_up,1,train,5,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0131.npz
132,pull_up,1,test,7,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0132.npz
133,pull_up,1,test,4,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0133.npz
134,pull_up,1,validation,20,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0134.npz
135,pull_up,1,train,7,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0135.npz
136,pull_up,1,train,15,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0136.npz
137,pull_up,1,test,1,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0137.npz
138,pull_up,1,validation,15,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0138.npz
139,pull_up,1,test,18,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0139.npz
140,pull_up,1,train,20,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0140.npz
141,pull_up,1,train,10,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0141.npz
142,pull_up,1,test,12,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0142.npz
143,pull_up,1,train,20,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0143.npz
144,pull_up,1,train,28,C:\Users\JoudA\OneDrive\سطح المكتب\COOP - JOUD ALSHEHRI\code\ai_engine\datasets\window_cache\physical_exercise_recognition_v4\video_0144.npz
